Player Name Position,Transfer Value,Transfer Date
george moncur Midfielder - Central Midfield,135000,16/10/2015
george moncur Midfielder - Central Midfield,180000,30/05/2016
george moncur Midfielder - Central Midfield,450000,11/10/2016
george moncur Midfielder - Central Midfield,450000,27/02/2017
george moncur Midfielder - Central Midfield,675000,18/09/2017
george moncur Midfielder - Central Midfield,675000,27/02/2018
george moncur Midfielder - Central Midfield,675000,17/10/2019
george moncur Midfielder - Central Midfield,675000,27/02/2020
george moncur Midfielder - Central Midfield,540000,08/04/2020
sebastian lletget Midfielder - Central Midfield,630000,01/03/2016
sebastian lletget Midfielder - Central Midfield,630000,30/05/2016
sebastian lletget Midfielder - Central Midfield,765000,15/12/2016
sebastian lletget Midfielder - Central Midfield,765000,24/05/2017
sebastian lletget Midfielder - Central Midfield,630000,05/12/2017
sebastian lletget Midfielder - Central Midfield,742500,02/05/2018
sebastian lletget Midfielder - Central Midfield,765000,15/12/2018
sebastian lletget Midfielder - Central Midfield,900000,27/05/2019
sebastian lletget Midfielder - Central Midfield,1080000,30/11/2019
sebastian lletget Midfielder - Central Midfield,855000,08/04/2020
sebastian lletget Midfielder - Central Midfield,1350000,26/08/2020
wellington paulista Forward - Centre-Forward,630000,07/10/2007
wellington paulista Forward - Centre-Forward,360000,08/02/2008
wellington paulista Forward - Centre-Forward,540000,09/02/2008
wellington paulista Forward - Centre-Forward,1575000,01/04/2008
wellington paulista Forward - Centre-Forward,2700000,27/04/2008
wellington paulista Forward - Centre-Forward,2070000,21/06/2008
wellington paulista Forward - Centre-Forward,1620000,08/08/2008
wellington paulista Forward - Centre-Forward,2250000,08/12/2009
wellington paulista Forward - Centre-Forward,1620000,15/04/2010
wellington paulista Forward - Centre-Forward,1620000,30/05/2011
wellington paulista Forward - Centre-Forward,1350000,08/12/2011
wellington paulista Forward - Centre-Forward,1350000,24/05/2012
wellington paulista Forward - Centre-Forward,900000,05/12/2012
wellington paulista Forward - Centre-Forward,900000,07/08/2014
wellington paulista Forward - Centre-Forward,675000,01/02/2015
wellington paulista Forward - Centre-Forward,900000,31/05/2015
wellington paulista Forward - Centre-Forward,1125000,15/12/2015
wellington paulista Forward - Centre-Forward,1125000,27/05/2016
wellington paulista Forward - Centre-Forward,900000,28/11/2016
wellington paulista Forward - Centre-Forward,900000,07/12/2017
wellington paulista Forward - Centre-Forward,900000,23/05/2018
wellington paulista Forward - Centre-Forward,900000,18/02/2019
wellington paulista Forward - Centre-Forward,900000,18/02/2019
wellington paulista Forward - Centre-Forward,675000,27/11/2019
wellington paulista Forward - Centre-Forward,540000,08/04/2020
wellington paulista Forward - Centre-Forward,540000,09/09/2020
jordan bowery Forward - Centre-Forward,22500,30/07/2010
jordan bowery Forward - Centre-Forward,67500,13/06/2012
jordan bowery Forward - Centre-Forward,450000,09/09/2012
jordan bowery Forward - Centre-Forward,450000,28/01/2013
jordan bowery Forward - Centre-Forward,900000,02/07/2013
jordan bowery Forward - Centre-Forward,900000,15/01/2014
jordan bowery Forward - Centre-Forward,675000,19/08/2014
jordan bowery Forward - Centre-Forward,450000,24/02/2015
jordan bowery Forward - Centre-Forward,450000,24/09/2015
jordan bowery Forward - Centre-Forward,225000,05/08/2016
matthew lowton Defender - Right-Back,45000,13/02/2009
matthew lowton Defender - Right-Back,90000,08/09/2009
matthew lowton Defender - Right-Back,180000,14/03/2012
matthew lowton Defender - Right-Back,3150000,06/07/2012
matthew lowton Defender - Right-Back,3150000,28/01/2013
matthew lowton Defender - Right-Back,4050000,02/07/2013
matthew lowton Defender - Right-Back,2700000,15/01/2014
matthew lowton Defender - Right-Back,2250000,12/08/2014
matthew lowton Defender - Right-Back,1800000,12/02/2015
matthew lowton Defender - Right-Back,1350000,24/09/2015
matthew lowton Defender - Right-Back,1350000,20/04/2016
matthew lowton Defender - Right-Back,1350000,01/08/2016
matthew lowton Defender - Right-Back,1800000,20/02/2017
matthew lowton Defender - Right-Back,2250000,28/06/2017
matthew lowton Defender - Right-Back,3150000,23/10/2017
matthew lowton Defender - Right-Back,4500000,02/01/2018
matthew lowton Defender - Right-Back,4500000,28/05/2018
matthew lowton Defender - Right-Back,4500000,19/12/2018
matthew lowton Defender - Right-Back,4500000,13/06/2019
matthew lowton Defender - Right-Back,4500000,10/12/2019
matthew lowton Defender - Right-Back,3600000,08/04/2020
matthew lowton Defender - Right-Back,3600000,13/10/2020
christian benteke Forward - Centre-Forward,225000,15/03/2008
christian benteke Forward - Centre-Forward,450000,20/04/2009
christian benteke Forward - Centre-Forward,900000,22/05/2009
christian benteke Forward - Centre-Forward,585000,04/09/2009
christian benteke Forward - Centre-Forward,765000,25/01/2010
christian benteke Forward - Centre-Forward,1350000,28/07/2010
christian benteke Forward - Centre-Forward,1080000,06/10/2010
christian benteke Forward - Centre-Forward,1080000,10/01/2011
christian benteke Forward - Centre-Forward,1800000,03/04/2012
christian benteke Forward - Centre-Forward,2700000,17/06/2012
christian benteke Forward - Centre-Forward,8100000,09/09/2012
christian benteke Forward - Centre-Forward,10800000,28/01/2013
christian benteke Forward - Centre-Forward,16200000,02/07/2013
christian benteke Forward - Centre-Forward,18900000,18/09/2013
christian benteke Forward - Centre-Forward,16200000,15/01/2014
christian benteke Forward - Centre-Forward,13500000,12/08/2014
christian benteke Forward - Centre-Forward,12600000,12/02/2015
christian benteke Forward - Centre-Forward,18000000,01/07/2015
christian benteke Forward - Centre-Forward,31500000,14/10/2015
christian benteke Forward - Centre-Forward,27000000,09/02/2016
christian benteke Forward - Centre-Forward,24300000,01/06/2016
christian benteke Forward - Centre-Forward,24300000,01/08/2016
christian benteke Forward - Centre-Forward,24300000,20/02/2017
christian benteke Forward - Centre-Forward,25200000,28/06/2017
christian benteke Forward - Centre-Forward,19800000,02/01/2018
christian benteke Forward - Centre-Forward,19800000,28/05/2018
christian benteke Forward - Centre-Forward,18000000,19/12/2018
christian benteke Forward - Centre-Forward,13500000,13/06/2019
christian benteke Forward - Centre-Forward,11700000,10/12/2019
christian benteke Forward - Centre-Forward,9450000,08/04/2020
christian benteke Forward - Centre-Forward,8100000,13/10/2020
karim el ahmadi Midfielder - Defensive Midfield,63000,04/10/2004
karim el ahmadi Midfielder - Defensive Midfield,180000,11/10/2004
karim el ahmadi Midfielder - Defensive Midfield,360000,22/10/2004
karim el ahmadi Midfielder - Defensive Midfield,630000,11/07/2005
karim el ahmadi Midfielder - Defensive Midfield,900000,20/09/2007
karim el ahmadi Midfielder - Defensive Midfield,1800000,07/01/2008
karim el ahmadi Midfielder - Defensive Midfield,3600000,18/07/2008
karim el ahmadi Midfielder - Defensive Midfield,4050000,04/08/2010
karim el ahmadi Midfielder - Defensive Midfield,1800000,15/06/2011
karim el ahmadi Midfielder - Defensive Midfield,2700000,10/01/2012
karim el ahmadi Midfielder - Defensive Midfield,3375000,30/06/2012
karim el ahmadi Midfielder - Defensive Midfield,2700000,09/09/2012
karim el ahmadi Midfielder - Defensive Midfield,2700000,28/01/2013
karim el ahmadi Midfielder - Defensive Midfield,2250000,02/07/2013
karim el ahmadi Midfielder - Defensive Midfield,2250000,15/01/2014
karim el ahmadi Midfielder - Defensive Midfield,2250000,12/08/2014
karim el ahmadi Midfielder - Defensive Midfield,2700000,16/02/2015
karim el ahmadi Midfielder - Defensive Midfield,3150000,01/07/2015
karim el ahmadi Midfielder - Defensive Midfield,2700000,05/02/2016
karim el ahmadi Midfielder - Defensive Midfield,2250000,15/07/2016
karim el ahmadi Midfielder - Defensive Midfield,3150000,18/01/2017
karim el ahmadi Midfielder - Defensive Midfield,3600000,07/06/2017
karim el ahmadi Midfielder - Defensive Midfield,3150000,17/01/2018
karim el ahmadi Midfielder - Defensive Midfield,2700000,12/06/2018
karim el ahmadi Midfielder - Defensive Midfield,2250000,08/01/2019
karim el ahmadi Midfielder - Defensive Midfield,1800000,01/06/2019
karim el ahmadi Midfielder - Defensive Midfield,1620000,07/01/2020
karim el ahmadi Midfielder - Defensive Midfield,1260000,08/04/2020
karim el ahmadi Midfielder - Defensive Midfield,900000,11/09/2020
ashley westwood Midfielder - Defensive Midfield,2250000,09/09/2012
ashley westwood Midfielder - Defensive Midfield,3150000,28/01/2013
ashley westwood Midfielder - Defensive Midfield,3600000,02/07/2013
ashley westwood Midfielder - Defensive Midfield,3150000,15/01/2014
ashley westwood Midfielder - Defensive Midfield,3600000,12/08/2014
ashley westwood Midfielder - Defensive Midfield,3600000,12/02/2015
ashley westwood Midfielder - Defensive Midfield,3600000,01/07/2015
ashley westwood Midfielder - Defensive Midfield,3600000,09/02/2016
ashley westwood Midfielder - Defensive Midfield,3600000,01/09/2016
ashley westwood Midfielder - Defensive Midfield,3600000,20/02/2017
ashley westwood Midfielder - Defensive Midfield,3600000,28/06/2017
ashley westwood Midfielder - Defensive Midfield,3600000,02/01/2018
ashley westwood Midfielder - Defensive Midfield,3600000,28/05/2018
ashley westwood Midfielder - Defensive Midfield,3600000,19/12/2018
ashley westwood Midfielder - Defensive Midfield,6300000,13/06/2019
ashley westwood Midfielder - Defensive Midfield,6300000,10/12/2019
ashley westwood Midfielder - Defensive Midfield,4950000,08/04/2020
ashley westwood Midfielder - Defensive Midfield,4950000,13/10/2020
ron vlaar Defender - Centre-Back,67500,27/04/2005
ron vlaar Defender - Centre-Back,270000,08/05/2005
ron vlaar Defender - Centre-Back,1350000,09/06/2005
ron vlaar Defender - Centre-Back,1800000,23/01/2006
ron vlaar Defender - Centre-Back,3150000,08/02/2007
ron vlaar Defender - Centre-Back,1800000,02/12/2008
ron vlaar Defender - Centre-Back,1350000,03/06/2009
ron vlaar Defender - Centre-Back,3150000,07/01/2010
ron vlaar Defender - Centre-Back,4050000,04/08/2010
ron vlaar Defender - Centre-Back,4500000,22/06/2011
ron vlaar Defender - Centre-Back,5400000,30/06/2012
ron vlaar Defender - Centre-Back,3600000,09/09/2012
ron vlaar Defender - Centre-Back,5850000,28/01/2013
ron vlaar Defender - Centre-Back,5850000,02/07/2013
ron vlaar Defender - Centre-Back,4950000,18/09/2013
ron vlaar Defender - Centre-Back,4500000,15/01/2014
ron vlaar Defender - Centre-Back,5850000,12/08/2014
ron vlaar Defender - Centre-Back,5400000,12/02/2015
ron vlaar Defender - Centre-Back,4500000,05/02/2016
ron vlaar Defender - Centre-Back,3600000,15/07/2016
ron vlaar Defender - Centre-Back,3150000,18/01/2017
ron vlaar Defender - Centre-Back,2250000,07/06/2017
ron vlaar Defender - Centre-Back,1800000,17/01/2018
ron vlaar Defender - Centre-Back,1800000,12/06/2018
ron vlaar Defender - Centre-Back,810000,24/12/2018
ron vlaar Defender - Centre-Back,675000,12/06/2019
ron vlaar Defender - Centre-Back,675000,18/12/2019
ron vlaar Defender - Centre-Back,540000,08/04/2020
ron vlaar Defender - Centre-Back,540000,14/10/2020
joe bennett Defender - Left-Back,45000,23/10/2008
joe bennett Defender - Left-Back,67500,25/06/2009
joe bennett Defender - Left-Back,90000,01/02/2010
joe bennett Defender - Left-Back,225000,24/10/2010
joe bennett Defender - Left-Back,675000,01/10/2011
joe bennett Defender - Left-Back,900000,07/02/2012
joe bennett Defender - Left-Back,1125000,22/06/2012
joe bennett Defender - Left-Back,2700000,09/09/2012
joe bennett Defender - Left-Back,2250000,28/01/2013
joe bennett Defender - Left-Back,2250000,02/07/2013
joe bennett Defender - Left-Back,1350000,15/01/2014
joe bennett Defender - Left-Back,1350000,12/08/2014
joe bennett Defender - Left-Back,1350000,24/02/2015
joe bennett Defender - Left-Back,1350000,01/07/2015
joe bennett Defender - Left-Back,1350000,20/04/2016
joe bennett Defender - Left-Back,1350000,01/09/2016
joe bennett Defender - Left-Back,1125000,27/02/2017
joe bennett Defender - Left-Back,1125000,18/09/2017
joe bennett Defender - Left-Back,1800000,13/08/2018
joe bennett Defender - Left-Back,1800000,19/12/2018
joe bennett Defender - Left-Back,2700000,13/06/2019
joe bennett Defender - Left-Back,2700000,27/02/2020
joe bennett Defender - Left-Back,2160000,08/04/2020
yacouba sylla Midfielder - Defensive Midfield,360000,27/11/2010
yacouba sylla Midfielder - Defensive Midfield,540000,08/02/2011
yacouba sylla Midfielder - Defensive Midfield,540000,30/05/2011
yacouba sylla Midfielder - Defensive Midfield,675000,25/12/2011
yacouba sylla Midfielder - Defensive Midfield,720000,01/06/2012
yacouba sylla Midfielder - Defensive Midfield,720000,04/01/2013
yacouba sylla Midfielder - Defensive Midfield,2250000,03/02/2013
yacouba sylla Midfielder - Defensive Midfield,3150000,02/07/2013
yacouba sylla Midfielder - Defensive Midfield,1800000,15/01/2014
yacouba sylla Midfielder - Defensive Midfield,1350000,24/07/2014
yacouba sylla Midfielder - Defensive Midfield,1080000,26/01/2015
yacouba sylla Midfielder - Defensive Midfield,900000,25/06/2015
yacouba sylla Midfielder - Defensive Midfield,1350000,06/09/2015
yacouba sylla Midfielder - Defensive Midfield,1350000,04/02/2016
yacouba sylla Midfielder - Defensive Midfield,1350000,13/07/2016
yacouba sylla Midfielder - Defensive Midfield,1800000,16/01/2017
yacouba sylla Midfielder - Defensive Midfield,1575000,01/06/2017
yacouba sylla Midfielder - Defensive Midfield,1350000,18/12/2017
yacouba sylla Midfielder - Defensive Midfield,1080000,30/03/2018
yacouba sylla Midfielder - Defensive Midfield,900000,03/06/2018
yacouba sylla Midfielder - Defensive Midfield,720000,14/09/2018
yacouba sylla Midfielder - Defensive Midfield,630000,18/01/2019
yacouba sylla Midfielder - Defensive Midfield,630000,24/06/2019
yacouba sylla Midfielder - Defensive Midfield,405000,21/12/2019
yacouba sylla Midfielder - Defensive Midfield,315000,08/04/2020
yacouba sylla Midfielder - Defensive Midfield,225000,05/08/2020
brett holman Midfielder - Attacking Midfield,270000,04/10/2004
brett holman Midfielder - Attacking Midfield,675000,30/09/2006
brett holman Midfielder - Attacking Midfield,720000,19/10/2007
brett holman Midfielder - Attacking Midfield,1125000,18/07/2008
brett holman Midfielder - Attacking Midfield,2025000,17/01/2010
brett holman Midfielder - Attacking Midfield,2250000,10/05/2010
brett holman Midfielder - Attacking Midfield,2520000,04/08/2010
brett holman Midfielder - Attacking Midfield,2340000,17/01/2011
brett holman Midfielder - Attacking Midfield,2700000,05/01/2012
brett holman Midfielder - Attacking Midfield,3600000,06/07/2012
brett holman Midfielder - Attacking Midfield,4050000,28/01/2013
brett holman Midfielder - Attacking Midfield,1800000,02/07/2013
brett holman Midfielder - Attacking Midfield,1080000,16/04/2017
brett holman Midfielder - Attacking Midfield,900000,30/07/2017
brett holman Midfielder - Attacking Midfield,675000,24/07/2018
brett holman Midfielder - Attacking Midfield,360000,02/03/2019
brett holman Midfielder - Attacking Midfield,292500,08/04/2020
michael kightly Midfielder - Left Midfield,0,04/10/2004
michael kightly Midfielder - Left Midfield,720000,22/02/2007
michael kightly Midfielder - Left Midfield,2475000,08/01/2009
michael kightly Midfielder - Left Midfield,2250000,13/08/2010
michael kightly Midfielder - Left Midfield,1800000,01/02/2011
michael kightly Midfielder - Left Midfield,1350000,08/08/2011
michael kightly Midfielder - Left Midfield,1350000,06/02/2012
michael kightly Midfielder - Left Midfield,1800000,24/06/2012
michael kightly Midfielder - Left Midfield,4050000,09/09/2012
michael kightly Midfielder - Left Midfield,4050000,28/01/2013
michael kightly Midfielder - Left Midfield,2700000,02/07/2013
michael kightly Midfielder - Left Midfield,2430000,08/01/2014
michael kightly Midfielder - Left Midfield,2250000,10/08/2014
michael kightly Midfielder - Left Midfield,1800000,12/02/2015
michael kightly Midfielder - Left Midfield,1575000,24/09/2015
michael kightly Midfielder - Left Midfield,1350000,20/04/2016
michael kightly Midfielder - Left Midfield,1350000,01/08/2016
michael kightly Midfielder - Left Midfield,900000,27/02/2017
michael kightly Midfielder - Left Midfield,900000,28/06/2017
michael kightly Midfielder - Left Midfield,450000,24/10/2017
michael kightly Midfielder - Left Midfield,0,01/12/2019
florent cuvelier Midfielder - Central Midfield,180000,25/07/2013
florent cuvelier Midfielder - Central Midfield,180000,27/02/2015
florent cuvelier Midfielder - Central Midfield,135000,16/10/2015
florent cuvelier Midfielder - Central Midfield,135000,30/05/2016
florent cuvelier Midfielder - Central Midfield,0,18/04/2020
maurice edu Midfielder - Defensive Midfield,135000,06/08/2008
maurice edu Midfielder - Defensive Midfield,1800000,18/08/2008
maurice edu Midfielder - Defensive Midfield,2025000,11/11/2009
maurice edu Midfielder - Defensive Midfield,1800000,04/03/2010
maurice edu Midfielder - Defensive Midfield,2250000,24/10/2010
maurice edu Midfielder - Defensive Midfield,2700000,04/07/2011
maurice edu Midfielder - Defensive Midfield,2250000,21/07/2012
maurice edu Midfielder - Defensive Midfield,1350000,09/09/2012
maurice edu Midfielder - Defensive Midfield,2070000,14/06/2013
maurice edu Midfielder - Defensive Midfield,2250000,24/09/2013
maurice edu Midfielder - Defensive Midfield,1350000,15/01/2014
maurice edu Midfielder - Defensive Midfield,900000,01/03/2015
maurice edu Midfielder - Defensive Midfield,810000,01/03/2016
maurice edu Midfielder - Defensive Midfield,720000,30/05/2016
maurice edu Midfielder - Defensive Midfield,540000,15/12/2016
maurice edu Midfielder - Defensive Midfield,405000,24/05/2017
maurice edu Midfielder - Defensive Midfield,247500,05/12/2017
maurice edu Midfielder - Defensive Midfield,0,01/01/2018
jamie ness Midfielder - Central Midfield,45000,24/10/2010
jamie ness Midfielder - Central Midfield,225000,04/02/2011
jamie ness Midfielder - Central Midfield,675000,04/07/2011
jamie ness Midfielder - Central Midfield,540000,04/02/2012
jamie ness Midfielder - Central Midfield,450000,28/01/2013
jamie ness Midfielder - Central Midfield,450000,02/07/2013
jamie ness Midfielder - Central Midfield,450000,12/08/2014
jamie ness Midfielder - Central Midfield,450000,01/07/2015
jamie ness Midfielder - Central Midfield,315000,30/05/2016
jamie ness Midfielder - Central Midfield,225000,21/04/2017
jamie ness Midfielder - Central Midfield,225000,17/08/2019
jamie ness Midfielder - Central Midfield,225000,05/02/2020
jamie ness Midfielder - Central Midfield,180000,21/07/2020
steven nzonzi Midfielder - Defensive Midfield,180000,10/08/2008
steven nzonzi Midfielder - Defensive Midfield,360000,13/12/2008
steven nzonzi Midfielder - Defensive Midfield,630000,03/06/2009
steven nzonzi Midfielder - Defensive Midfield,2700000,24/01/2010
steven nzonzi Midfielder - Defensive Midfield,3600000,13/08/2010
steven nzonzi Midfielder - Defensive Midfield,3600000,01/02/2011
steven nzonzi Midfielder - Defensive Midfield,4500000,08/08/2011
steven nzonzi Midfielder - Defensive Midfield,4500000,06/02/2012
steven nzonzi Midfielder - Defensive Midfield,4050000,24/06/2012
steven nzonzi Midfielder - Defensive Midfield,5400000,09/09/2012
steven nzonzi Midfielder - Defensive Midfield,6300000,28/01/2013
steven nzonzi Midfielder - Defensive Midfield,5400000,02/07/2013
steven nzonzi Midfielder - Defensive Midfield,5400000,15/01/2014
steven nzonzi Midfielder - Defensive Midfield,5400000,12/08/2014
steven nzonzi Midfielder - Defensive Midfield,5850000,12/02/2015
steven nzonzi Midfielder - Defensive Midfield,6750000,01/07/2015
steven nzonzi Midfielder - Defensive Midfield,9000000,15/07/2015
steven nzonzi Midfielder - Defensive Midfield,10800000,22/02/2016
steven nzonzi Midfielder - Defensive Midfield,18000000,15/07/2016
steven nzonzi Midfielder - Defensive Midfield,22500000,24/01/2017
steven nzonzi Midfielder - Defensive Midfield,27000000,05/06/2017
steven nzonzi Midfielder - Defensive Midfield,27000000,01/01/2018
steven nzonzi Midfielder - Defensive Midfield,27000000,30/05/2018
steven nzonzi Midfielder - Defensive Midfield,25200000,20/12/2018
steven nzonzi Midfielder - Defensive Midfield,20700000,06/06/2019
steven nzonzi Midfielder - Defensive Midfield,17100000,04/10/2019
steven nzonzi Midfielder - Defensive Midfield,12150000,03/01/2020
steven nzonzi Midfielder - Defensive Midfield,9900000,08/04/2020
geoff cameron Midfielder - Defensive Midfield,225000,24/05/2010
geoff cameron Midfielder - Defensive Midfield,270000,21/02/2011
geoff cameron Midfielder - Defensive Midfield,900000,20/01/2012
geoff cameron Midfielder - Defensive Midfield,1350000,28/05/2012
geoff cameron Midfielder - Defensive Midfield,1800000,09/09/2012
geoff cameron Midfielder - Defensive Midfield,4500000,28/01/2013
geoff cameron Midfielder - Defensive Midfield,4050000,02/07/2013
geoff cameron Midfielder - Defensive Midfield,4050000,15/01/2014
geoff cameron Midfielder - Defensive Midfield,3600000,12/08/2014
geoff cameron Midfielder - Defensive Midfield,3150000,12/02/2015
geoff cameron Midfielder - Defensive Midfield,2700000,01/07/2015
geoff cameron Midfielder - Defensive Midfield,2700000,09/02/2016
geoff cameron Midfielder - Defensive Midfield,2700000,01/08/2016
geoff cameron Midfielder - Defensive Midfield,2700000,20/02/2017
geoff cameron Midfielder - Defensive Midfield,2700000,28/06/2017
geoff cameron Midfielder - Defensive Midfield,2700000,02/01/2018
geoff cameron Midfielder - Defensive Midfield,2250000,28/05/2018
geoff cameron Midfielder - Defensive Midfield,1350000,28/06/2019
geoff cameron Midfielder - Defensive Midfield,810000,27/02/2020
geoff cameron Midfielder - Defensive Midfield,652500,08/04/2020
brek shea Midfielder - Left Midfield,67500,06/08/2009
brek shea Midfielder - Left Midfield,135000,25/05/2010
brek shea Midfielder - Left Midfield,225000,18/03/2011
brek shea Midfielder - Left Midfield,270000,09/05/2011
brek shea Midfielder - Left Midfield,2250000,28/01/2012
brek shea Midfielder - Left Midfield,2700000,05/02/2013
brek shea Midfielder - Left Midfield,1350000,02/07/2013
brek shea Midfielder - Left Midfield,900000,12/08/2014
brek shea Midfielder - Left Midfield,675000,01/03/2015
brek shea Midfielder - Left Midfield,585000,01/03/2016
brek shea Midfielder - Left Midfield,585000,30/05/2016
brek shea Midfielder - Left Midfield,585000,15/12/2016
brek shea Midfielder - Left Midfield,675000,24/05/2017
brek shea Midfielder - Left Midfield,675000,05/12/2017
brek shea Midfielder - Left Midfield,675000,02/05/2018
brek shea Midfielder - Left Midfield,675000,15/12/2018
brek shea Midfielder - Left Midfield,675000,27/05/2019
brek shea Midfielder - Left Midfield,540000,30/11/2019
brek shea Midfielder - Left Midfield,427500,08/04/2020
brek shea Midfielder - Left Midfield,315000,26/08/2020
jack butland Goalkeeper,45000,15/08/2011
jack butland Goalkeeper,225000,07/02/2012
jack butland Goalkeeper,900000,22/06/2012
jack butland Goalkeeper,4500000,02/03/2013
jack butland Goalkeeper,4500000,02/07/2013
jack butland Goalkeeper,4500000,15/01/2014
jack butland Goalkeeper,4500000,12/08/2014
jack butland Goalkeeper,3150000,12/02/2015
jack butland Goalkeeper,3600000,01/07/2015
jack butland Goalkeeper,8100000,09/02/2016
jack butland Goalkeeper,8100000,01/08/2016
jack butland Goalkeeper,8100000,20/02/2017
jack butland Goalkeeper,13500000,28/06/2017
jack butland Goalkeeper,16200000,02/01/2018
jack butland Goalkeeper,19800000,28/05/2018
jack butland Goalkeeper,16200000,27/02/2019
jack butland Goalkeeper,13500000,28/06/2019
jack butland Goalkeeper,10800000,16/10/2019
jack butland Goalkeeper,7200000,27/02/2020
jack butland Goalkeeper,5850000,08/04/2020
wallace oliveira Defender - Right-Back,360000,08/08/2011
wallace oliveira Defender - Right-Back,360000,08/12/2011
wallace oliveira Defender - Right-Back,360000,24/05/2012
wallace oliveira Defender - Right-Back,1350000,05/12/2012
wallace oliveira Defender - Right-Back,1800000,06/12/2012
wallace oliveira Defender - Right-Back,6750000,25/09/2013
wallace oliveira Defender - Right-Back,5400000,07/01/2014
wallace oliveira Defender - Right-Back,3600000,01/07/2014
wallace oliveira Defender - Right-Back,2700000,16/02/2015
wallace oliveira Defender - Right-Back,1800000,01/07/2015
wallace oliveira Defender - Right-Back,1350000,04/01/2016
wallace oliveira Defender - Right-Back,1350000,27/05/2016
wallace oliveira Defender - Right-Back,900000,20/02/2017
wallace oliveira Defender - Right-Back,900000,02/01/2018
wallace oliveira Defender - Right-Back,720000,08/04/2020
christian atsu Forward - Left Winger,450000,25/09/2011
christian atsu Forward - Left Winger,1350000,02/02/2012
christian atsu Forward - Left Winger,1800000,24/06/2012
christian atsu Forward - Left Winger,3780000,10/11/2012
christian atsu Forward - Left Winger,5400000,27/03/2013
christian atsu Forward - Left Winger,5400000,02/07/2013
christian atsu Forward - Left Winger,5400000,11/02/2014
christian atsu Forward - Left Winger,5400000,12/08/2014
christian atsu Forward - Left Winger,4500000,12/02/2015
christian atsu Forward - Left Winger,4500000,01/07/2015
christian atsu Forward - Left Winger,3150000,22/02/2016
christian atsu Forward - Left Winger,2700000,01/08/2016
christian atsu Forward - Left Winger,2250000,27/02/2017
christian atsu Forward - Left Winger,4500000,28/06/2017
christian atsu Forward - Left Winger,5400000,02/01/2018
christian atsu Forward - Left Winger,5400000,28/05/2018
christian atsu Forward - Left Winger,5400000,19/12/2018
christian atsu Forward - Left Winger,5400000,13/06/2019
christian atsu Forward - Left Winger,5400000,10/12/2019
christian atsu Forward - Left Winger,4320000,08/04/2020
christian atsu Forward - Left Winger,3600000,13/10/2020
ulises davila Forward - Second Striker,135000,17/12/2009
ulises davila Forward - Second Striker,225000,21/06/2010
ulises davila Forward - Second Striker,225000,23/11/2010
ulises davila Forward - Second Striker,270000,30/06/2011
ulises davila Forward - Second Striker,900000,07/09/2011
ulises davila Forward - Second Striker,900000,02/12/2012
ulises davila Forward - Second Striker,1350000,17/06/2013
ulises davila Forward - Second Striker,1350000,08/10/2013
ulises davila Forward - Second Striker,1350000,06/02/2014
ulises davila Forward - Second Striker,1170000,17/02/2015
ulises davila Forward - Second Striker,675000,01/07/2015
ulises davila Forward - Second Striker,630000,13/01/2016
ulises davila Forward - Second Striker,630000,04/08/2016
ulises davila Forward - Second Striker,630000,16/12/2016
ulises davila Forward - Second Striker,630000,31/07/2017
ulises davila Forward - Second Striker,630000,10/04/2018
ulises davila Forward - Second Striker,630000,23/08/2018
ulises davila Forward - Second Striker,540000,15/02/2019
ulises davila Forward - Second Striker,495000,30/05/2019
ulises davila Forward - Second Striker,495000,11/09/2019
ulises davila Forward - Second Striker,405000,08/04/2020
ulises davila Forward - Second Striker,810000,08/10/2020
tomas kalas Defender - Centre-Back,90000,19/10/2010
tomas kalas Defender - Centre-Back,2700000,03/09/2011
tomas kalas Defender - Centre-Back,3600000,10/01/2012
tomas kalas Defender - Centre-Back,4500000,13/07/2012
tomas kalas Defender - Centre-Back,5400000,12/01/2013
tomas kalas Defender - Centre-Back,5400000,04/06/2013
tomas kalas Defender - Centre-Back,5400000,15/01/2014
tomas kalas Defender - Centre-Back,3600000,21/08/2014
tomas kalas Defender - Centre-Back,3150000,03/11/2014
tomas kalas Defender - Centre-Back,3150000,24/02/2015
tomas kalas Defender - Centre-Back,3150000,01/07/2015
tomas kalas Defender - Centre-Back,2700000,20/04/2016
tomas kalas Defender - Centre-Back,2700000,01/09/2016
tomas kalas Defender - Centre-Back,3600000,27/02/2017
tomas kalas Defender - Centre-Back,3600000,28/06/2017
tomas kalas Defender - Centre-Back,4500000,18/09/2017
tomas kalas Defender - Centre-Back,4500000,27/02/2018
tomas kalas Defender - Centre-Back,3600000,24/09/2018
tomas kalas Defender - Centre-Back,3600000,13/06/2019
tomas kalas Defender - Centre-Back,5400000,17/10/2019
tomas kalas Defender - Centre-Back,5400000,27/02/2020
tomas kalas Defender - Centre-Back,4320000,08/04/2020
andre schurrle Forward - Left Winger,45000,02/07/2009
andre schurrle Forward - Left Winger,135000,08/07/2009
andre schurrle Forward - Left Winger,360000,30/08/2009
andre schurrle Forward - Left Winger,675000,09/11/2009
andre schurrle Forward - Left Winger,1125000,17/01/2010
andre schurrle Forward - Left Winger,1575000,20/02/2010
andre schurrle Forward - Left Winger,2250000,13/06/2010
andre schurrle Forward - Left Winger,3600000,30/08/2010
andre schurrle Forward - Left Winger,7200000,28/09/2010
andre schurrle Forward - Left Winger,7200000,12/01/2011
