Player Name Position,Transfer Value,Transfer Date
branislav ivanovic Defender - Centre-Back,360000,21/02/2006
branislav ivanovic Defender - Centre-Back,3060000,29/03/2007
branislav ivanovic Defender - Centre-Back,4950000,23/08/2007
branislav ivanovic Defender - Centre-Back,10800000,03/01/2008
branislav ivanovic Defender - Centre-Back,6750000,04/07/2008
branislav ivanovic Defender - Centre-Back,7650000,29/06/2009
branislav ivanovic Defender - Centre-Back,14400000,25/01/2010
branislav ivanovic Defender - Centre-Back,16200000,13/08/2010
branislav ivanovic Defender - Centre-Back,18900000,01/02/2011
branislav ivanovic Defender - Centre-Back,20700000,08/08/2011
branislav ivanovic Defender - Centre-Back,16200000,06/02/2012
branislav ivanovic Defender - Centre-Back,18900000,24/06/2012
branislav ivanovic Defender - Centre-Back,21600000,28/01/2013
branislav ivanovic Defender - Centre-Back,19800000,02/07/2013
branislav ivanovic Defender - Centre-Back,17100000,15/01/2014
branislav ivanovic Defender - Centre-Back,15300000,12/08/2014
branislav ivanovic Defender - Centre-Back,15300000,12/02/2015
branislav ivanovic Defender - Centre-Back,15300000,01/07/2015
branislav ivanovic Defender - Centre-Back,9900000,09/02/2016
branislav ivanovic Defender - Centre-Back,9000000,01/08/2016
branislav ivanovic Defender - Centre-Back,6300000,05/02/2017
branislav ivanovic Defender - Centre-Back,4500000,01/06/2017
branislav ivanovic Defender - Centre-Back,3600000,23/12/2017
branislav ivanovic Defender - Centre-Back,2700000,06/06/2018
branislav ivanovic Defender - Centre-Back,2250000,20/12/2018
branislav ivanovic Defender - Centre-Back,1800000,14/06/2019
branislav ivanovic Defender - Centre-Back,1350000,23/12/2019
branislav ivanovic Defender - Centre-Back,1080000,08/04/2020
branislav ivanovic Defender - Centre-Back,900000,29/07/2020
branislav ivanovic Defender - Centre-Back,900000,13/10/2020
alex Defender - Centre-Back,4950000,04/10/2004
alex Defender - Centre-Back,6750000,27/04/2005
alex Defender - Centre-Back,9000000,29/01/2007
alex Defender - Centre-Back,10350000,04/02/2008
alex Defender - Centre-Back,9450000,23/02/2009
alex Defender - Centre-Back,11700000,29/06/2009
alex Defender - Centre-Back,14400000,13/08/2010
alex Defender - Centre-Back,14400000,01/02/2011
alex Defender - Centre-Back,11700000,08/08/2011
alex Defender - Centre-Back,8100000,02/02/2012
alex Defender - Centre-Back,7650000,23/05/2012
alex Defender - Centre-Back,7650000,07/01/2013
alex Defender - Centre-Back,7200000,30/05/2013
alex Defender - Centre-Back,6300000,24/06/2013
alex Defender - Centre-Back,4950000,14/01/2014
alex Defender - Centre-Back,4050000,11/09/2014
alex Defender - Centre-Back,3600000,07/01/2015
alex Defender - Centre-Back,1800000,01/07/2015
alex Defender - Centre-Back,1350000,04/01/2016
alex Defender - Centre-Back,900000,15/07/2016
alex Defender - Centre-Back,0,19/12/2016
jamal blackman Goalkeeper,180000,25/07/2013
jamal blackman Goalkeeper,225000,12/08/2014
jamal blackman Goalkeeper,225000,12/02/2015
jamal blackman Goalkeeper,225000,01/07/2015
jamal blackman Goalkeeper,225000,09/02/2016
jamal blackman Goalkeeper,225000,01/08/2016
jamal blackman Goalkeeper,225000,28/06/2017
jamal blackman Goalkeeper,450000,24/09/2018
jamal blackman Goalkeeper,450000,19/12/2018
jamal blackman Goalkeeper,450000,18/12/2019
jamal blackman Goalkeeper,360000,08/04/2020
gary cahill Defender - Centre-Back,45000,06/04/2005
gary cahill Defender - Centre-Back,90000,22/08/2005
gary cahill Defender - Centre-Back,315000,27/05/2006
gary cahill Defender - Centre-Back,292500,30/10/2006
gary cahill Defender - Centre-Back,1710000,09/05/2007
gary cahill Defender - Centre-Back,1800000,01/09/2007
gary cahill Defender - Centre-Back,4050000,31/01/2008
gary cahill Defender - Centre-Back,3600000,04/07/2008
gary cahill Defender - Centre-Back,4140000,23/02/2009
gary cahill Defender - Centre-Back,4680000,26/06/2009
gary cahill Defender - Centre-Back,5850000,24/01/2010
gary cahill Defender - Centre-Back,6750000,13/08/2010
gary cahill Defender - Centre-Back,8550000,01/02/2011
gary cahill Defender - Centre-Back,11700000,08/08/2011
gary cahill Defender - Centre-Back,14400000,06/02/2012
gary cahill Defender - Centre-Back,14850000,24/06/2012
gary cahill Defender - Centre-Back,17100000,28/01/2013
gary cahill Defender - Centre-Back,17100000,02/07/2013
gary cahill Defender - Centre-Back,17100000,15/01/2014
gary cahill Defender - Centre-Back,18000000,12/08/2014
gary cahill Defender - Centre-Back,18000000,12/02/2015
gary cahill Defender - Centre-Back,18000000,01/07/2015
gary cahill Defender - Centre-Back,15300000,09/02/2016
gary cahill Defender - Centre-Back,14400000,01/06/2016
gary cahill Defender - Centre-Back,14400000,01/08/2016
gary cahill Defender - Centre-Back,14400000,20/02/2017
gary cahill Defender - Centre-Back,14400000,28/06/2017
gary cahill Defender - Centre-Back,13500000,02/01/2018
gary cahill Defender - Centre-Back,13500000,28/05/2018
gary cahill Defender - Centre-Back,9000000,17/10/2018
gary cahill Defender - Centre-Back,9000000,19/12/2018
gary cahill Defender - Centre-Back,7200000,13/06/2019
gary cahill Defender - Centre-Back,5400000,12/09/2019
gary cahill Defender - Centre-Back,4500000,10/12/2019
gary cahill Defender - Centre-Back,3600000,08/04/2020
gary cahill Defender - Centre-Back,2250000,13/10/2020
juan mata Midfielder - Attacking Midfield,45000,26/10/2006
juan mata Midfielder - Attacking Midfield,990000,24/06/2007
juan mata Midfielder - Attacking Midfield,900000,24/08/2007
juan mata Midfielder - Attacking Midfield,1080000,04/02/2008
juan mata Midfielder - Attacking Midfield,1800000,19/03/2008
juan mata Midfielder - Attacking Midfield,2700000,04/04/2008
juan mata Midfielder - Attacking Midfield,4140000,20/04/2008
juan mata Midfielder - Attacking Midfield,5400000,17/07/2008
juan mata Midfielder - Attacking Midfield,8100000,15/10/2008
juan mata Midfielder - Attacking Midfield,13500000,26/01/2009
juan mata Midfielder - Attacking Midfield,18000000,22/07/2009
juan mata Midfielder - Attacking Midfield,20700000,03/12/2009
juan mata Midfielder - Attacking Midfield,20700000,12/04/2010
juan mata Midfielder - Attacking Midfield,20700000,27/08/2010
juan mata Midfielder - Attacking Midfield,22500000,04/02/2011
juan mata Midfielder - Attacking Midfield,23400000,29/07/2011
juan mata Midfielder - Attacking Midfield,30600000,06/02/2012
juan mata Midfielder - Attacking Midfield,34200000,24/06/2012
juan mata Midfielder - Attacking Midfield,37800000,28/01/2013
juan mata Midfielder - Attacking Midfield,40500000,02/07/2013
juan mata Midfielder - Attacking Midfield,34200000,15/01/2014
juan mata Midfielder - Attacking Midfield,36000000,05/02/2014
juan mata Midfielder - Attacking Midfield,36000000,12/08/2014
juan mata Midfielder - Attacking Midfield,30600000,12/02/2015
juan mata Midfielder - Attacking Midfield,30600000,01/07/2015
juan mata Midfielder - Attacking Midfield,30600000,09/02/2016
juan mata Midfielder - Attacking Midfield,27900000,01/08/2016
juan mata Midfielder - Attacking Midfield,27900000,20/02/2017
juan mata Midfielder - Attacking Midfield,27000000,28/06/2017
juan mata Midfielder - Attacking Midfield,27000000,02/01/2018
juan mata Midfielder - Attacking Midfield,27000000,28/05/2018
juan mata Midfielder - Attacking Midfield,22500000,19/12/2018
juan mata Midfielder - Attacking Midfield,18000000,13/06/2019
juan mata Midfielder - Attacking Midfield,13500000,10/12/2019
juan mata Midfielder - Attacking Midfield,10800000,09/03/2020
juan mata Midfielder - Attacking Midfield,8550000,08/04/2020
juan mata Midfielder - Attacking Midfield,6750000,13/10/2020
ashley cole Defender - Left-Back,7200000,04/10/2004
ashley cole Defender - Left-Back,17550000,07/01/2005
ashley cole Defender - Left-Back,16875000,17/10/2005
ashley cole Defender - Left-Back,15300000,14/06/2006
ashley cole Defender - Left-Back,17010000,25/04/2007
ashley cole Defender - Left-Back,17100000,01/09/2007
ashley cole Defender - Left-Back,15300000,04/02/2008
ashley cole Defender - Left-Back,17100000,23/02/2009
ashley cole Defender - Left-Back,19800000,29/06/2009
ashley cole Defender - Left-Back,24300000,25/01/2010
ashley cole Defender - Left-Back,24300000,13/08/2010
ashley cole Defender - Left-Back,24300000,01/02/2011
ashley cole Defender - Left-Back,22500000,08/08/2011
ashley cole Defender - Left-Back,15300000,06/02/2012
ashley cole Defender - Left-Back,11250000,24/06/2012
ashley cole Defender - Left-Back,7200000,28/01/2013
ashley cole Defender - Left-Back,7200000,02/07/2013
ashley cole Defender - Left-Back,4500000,15/01/2014
ashley cole Defender - Left-Back,2700000,15/09/2014
ashley cole Defender - Left-Back,1800000,08/11/2014
ashley cole Defender - Left-Back,900000,07/01/2015
ashley cole Defender - Left-Back,450000,01/07/2015
ashley cole Defender - Left-Back,450000,04/01/2016
ashley cole Defender - Left-Back,450000,01/03/2016
ashley cole Defender - Left-Back,450000,30/05/2016
ashley cole Defender - Left-Back,450000,15/12/2016
ashley cole Defender - Left-Back,450000,24/05/2017
ashley cole Defender - Left-Back,450000,05/12/2017
ashley cole Defender - Left-Back,450000,02/05/2018
ashley cole Defender - Left-Back,450000,15/12/2018
ashley cole Defender - Left-Back,450000,28/06/2019
ashley cole Defender - Left-Back,0,18/08/2019
ryan bertrand Defender - Left-Back,90000,29/12/2006
ryan bertrand Defender - Left-Back,270000,04/02/2008
ryan bertrand Defender - Left-Back,675000,07/01/2009
ryan bertrand Defender - Left-Back,900000,24/10/2010
ryan bertrand Defender - Left-Back,1350000,06/02/2012
ryan bertrand Defender - Left-Back,2250000,24/06/2012
ryan bertrand Defender - Left-Back,4500000,28/01/2013
ryan bertrand Defender - Left-Back,6750000,02/07/2013
ryan bertrand Defender - Left-Back,5850000,15/01/2014
ryan bertrand Defender - Left-Back,5400000,05/02/2014
ryan bertrand Defender - Left-Back,5400000,12/08/2014
ryan bertrand Defender - Left-Back,9000000,12/02/2015
ryan bertrand Defender - Left-Back,9000000,01/07/2015
ryan bertrand Defender - Left-Back,10800000,09/02/2016
ryan bertrand Defender - Left-Back,12600000,01/06/2016
ryan bertrand Defender - Left-Back,12600000,01/08/2016
ryan bertrand Defender - Left-Back,13500000,20/02/2017
ryan bertrand Defender - Left-Back,18000000,28/06/2017
ryan bertrand Defender - Left-Back,18000000,02/01/2018
ryan bertrand Defender - Left-Back,18000000,28/05/2018
ryan bertrand Defender - Left-Back,16200000,19/12/2018
ryan bertrand Defender - Left-Back,13500000,13/06/2019
ryan bertrand Defender - Left-Back,11700000,10/12/2019
ryan bertrand Defender - Left-Back,9450000,08/04/2020
ryan bertrand Defender - Left-Back,9450000,13/10/2020
daniel sturridge Forward - Centre-Forward,810000,03/05/2007
daniel sturridge Forward - Centre-Forward,450000,29/07/2007
daniel sturridge Forward - Centre-Forward,2340000,23/02/2009
daniel sturridge Forward - Centre-Forward,2700000,26/06/2009
daniel sturridge Forward - Centre-Forward,3150000,25/01/2010
daniel sturridge Forward - Centre-Forward,3600000,13/08/2010
daniel sturridge Forward - Centre-Forward,4500000,01/02/2011
daniel sturridge Forward - Centre-Forward,7200000,08/08/2011
daniel sturridge Forward - Centre-Forward,15300000,06/02/2012
daniel sturridge Forward - Centre-Forward,14400000,24/06/2012
daniel sturridge Forward - Centre-Forward,13500000,28/01/2013
daniel sturridge Forward - Centre-Forward,16200000,02/07/2013
daniel sturridge Forward - Centre-Forward,18000000,15/01/2014
daniel sturridge Forward - Centre-Forward,22500000,12/08/2014
daniel sturridge Forward - Centre-Forward,22500000,12/02/2015
daniel sturridge Forward - Centre-Forward,22500000,01/07/2015
daniel sturridge Forward - Centre-Forward,22500000,09/02/2016
daniel sturridge Forward - Centre-Forward,22500000,01/06/2016
daniel sturridge Forward - Centre-Forward,22500000,01/08/2016
daniel sturridge Forward - Centre-Forward,19800000,20/02/2017
daniel sturridge Forward - Centre-Forward,18000000,28/06/2017
daniel sturridge Forward - Centre-Forward,18000000,02/01/2018
daniel sturridge Forward - Centre-Forward,13500000,28/05/2018
daniel sturridge Forward - Centre-Forward,13500000,19/12/2018
daniel sturridge Forward - Centre-Forward,13500000,13/06/2019
daniel sturridge Forward - Centre-Forward,9900000,04/10/2019
daniel sturridge Forward - Centre-Forward,9000000,03/01/2020
daniel sturridge Forward - Centre-Forward,7200000,08/04/2020
salomon kalou Forward - Left Winger,1620000,04/10/2004
salomon kalou Forward - Left Winger,4500000,12/11/2004
salomon kalou Forward - Left Winger,7650000,13/09/2005
salomon kalou Forward - Left Winger,8640000,25/04/2007
salomon kalou Forward - Left Winger,8550000,01/09/2007
salomon kalou Forward - Left Winger,10800000,04/02/2008
salomon kalou Forward - Left Winger,12600000,04/07/2008
salomon kalou Forward - Left Winger,13500000,23/02/2009
salomon kalou Forward - Left Winger,12600000,25/01/2010
salomon kalou Forward - Left Winger,12600000,13/08/2010
salomon kalou Forward - Left Winger,12600000,01/02/2011
salomon kalou Forward - Left Winger,12600000,08/08/2011
salomon kalou Forward - Left Winger,8100000,06/02/2012
salomon kalou Forward - Left Winger,5400000,24/06/2012
salomon kalou Forward - Left Winger,7200000,23/08/2012
salomon kalou Forward - Left Winger,5850000,07/01/2013
salomon kalou Forward - Left Winger,6750000,30/05/2013
salomon kalou Forward - Left Winger,7200000,14/01/2014
salomon kalou Forward - Left Winger,7200000,07/08/2014
salomon kalou Forward - Left Winger,6300000,03/11/2014
salomon kalou Forward - Left Winger,4050000,04/02/2015
salomon kalou Forward - Left Winger,3150000,01/07/2015
salomon kalou Forward - Left Winger,4050000,15/02/2016
salomon kalou Forward - Left Winger,4500000,22/07/2016
salomon kalou Forward - Left Winger,4500000,07/02/2017
salomon kalou Forward - Left Winger,3600000,19/06/2017
salomon kalou Forward - Left Winger,3150000,28/12/2017
salomon kalou Forward - Left Winger,3150000,05/06/2018
salomon kalou Forward - Left Winger,3150000,18/12/2018
salomon kalou Forward - Left Winger,2700000,05/06/2019
salomon kalou Forward - Left Winger,1800000,17/12/2019
salomon kalou Forward - Left Winger,1440000,08/04/2020
salomon kalou Forward - Left Winger,1440000,09/09/2020
florent malouda Forward - Left Winger,4050000,04/10/2004
florent malouda Forward - Left Winger,6300000,10/12/2004
florent malouda Forward - Left Winger,9000000,07/08/2005
florent malouda Forward - Left Winger,13500000,17/10/2006
florent malouda Forward - Left Winger,18000000,09/06/2007
florent malouda Forward - Left Winger,15750000,04/02/2008
florent malouda Forward - Left Winger,13500000,04/07/2008
florent malouda Forward - Left Winger,14400000,23/02/2009
florent malouda Forward - Left Winger,16650000,29/06/2009
florent malouda Forward - Left Winger,18000000,13/08/2010
florent malouda Forward - Left Winger,18000000,01/02/2011
florent malouda Forward - Left Winger,15300000,08/08/2011
florent malouda Forward - Left Winger,8100000,06/02/2012
florent malouda Forward - Left Winger,4950000,24/06/2012
florent malouda Forward - Left Winger,1800000,28/01/2013
florent malouda Forward - Left Winger,1800000,02/07/2013
florent malouda Forward - Left Winger,1350000,22/07/2013
florent malouda Forward - Left Winger,1350000,27/01/2014
florent malouda Forward - Left Winger,900000,23/07/2014
florent malouda Forward - Left Winger,900000,14/01/2015
florent malouda Forward - Left Winger,450000,06/06/2015
florent malouda Forward - Left Winger,450000,03/02/2016
florent malouda Forward - Left Winger,450000,17/06/2016
florent malouda Forward - Left Winger,360000,15/11/2016
florent malouda Forward - Left Winger,67500,08/02/2018
florent malouda Forward - Left Winger,0,01/07/2018
lucas piazon Forward - Left Winger,6750000,05/01/2012
lucas piazon Forward - Left Winger,6750000,06/02/2012
lucas piazon Forward - Left Winger,6750000,24/06/2012
lucas piazon Forward - Left Winger,6300000,16/01/2013
lucas piazon Forward - Left Winger,4500000,12/06/2013
lucas piazon Forward - Left Winger,6300000,11/02/2014
lucas piazon Forward - Left Winger,4500000,04/02/2015
lucas piazon Forward - Left Winger,2700000,01/07/2015
lucas piazon Forward - Left Winger,2250000,01/08/2016
lucas piazon Forward - Left Winger,2250000,27/02/2017
lucas piazon Forward - Left Winger,2250000,28/06/2017
lucas piazon Forward - Left Winger,2250000,27/02/2018
lucas piazon Forward - Left Winger,2250000,19/12/2018
lucas piazon Forward - Left Winger,1350000,06/06/2019
lucas piazon Forward - Left Winger,675000,30/12/2019
lucas piazon Forward - Left Winger,540000,08/04/2020
lucas piazon Forward - Left Winger,810000,17/08/2020
paulo ferreira Defender - Right-Back,18000000,04/10/2004
paulo ferreira Defender - Right-Back,14400000,08/02/2005
paulo ferreira Defender - Right-Back,13050000,17/10/2005
paulo ferreira Defender - Right-Back,11700000,14/06/2006
paulo ferreira Defender - Right-Back,8460000,25/04/2007
paulo ferreira Defender - Right-Back,8550000,01/09/2007
paulo ferreira Defender - Right-Back,6300000,04/02/2008
paulo ferreira Defender - Right-Back,5850000,04/07/2008
paulo ferreira Defender - Right-Back,4500000,23/02/2009
paulo ferreira Defender - Right-Back,3600000,29/06/2009
paulo ferreira Defender - Right-Back,2700000,25/01/2010
paulo ferreira Defender - Right-Back,1800000,13/08/2010
paulo ferreira Defender - Right-Back,1800000,01/02/2011
paulo ferreira Defender - Right-Back,1350000,08/08/2011
paulo ferreira Defender - Right-Back,900000,06/02/2012
paulo ferreira Defender - Right-Back,900000,24/06/2012
paulo ferreira Defender - Right-Back,675000,28/01/2013
paulo ferreira Defender - Right-Back,0,01/07/2013
paulo ferreira Defender - Right-Back,675000,02/07/2013
paulo ferreira Defender - Right-Back,0,03/07/2013
petr cech Goalkeeper,12600000,04/10/2004
petr cech Goalkeeper,18000000,08/02/2005
petr cech Goalkeeper,19800000,17/10/2005
petr cech Goalkeeper,20700000,14/06/2006
petr cech Goalkeeper,24660000,27/04/2007
petr cech Goalkeeper,24750000,01/09/2007
petr cech Goalkeeper,25200000,04/02/2008
petr cech Goalkeeper,25650000,23/02/2009
petr cech Goalkeeper,24750000,29/06/2009
petr cech Goalkeeper,23400000,25/01/2010
petr cech Goalkeeper,23400000,13/08/2010
petr cech Goalkeeper,23400000,01/02/2011
petr cech Goalkeeper,25200000,08/08/2011
petr cech Goalkeeper,22500000,06/02/2012
petr cech Goalkeeper,22500000,24/06/2012
petr cech Goalkeeper,22500000,28/01/2013
petr cech Goalkeeper,22500000,02/07/2013
petr cech Goalkeeper,18000000,15/01/2014
petr cech Goalkeeper,15300000,12/08/2014
petr cech Goalkeeper,10800000,12/02/2015
petr cech Goalkeeper,10800000,01/07/2015
petr cech Goalkeeper,10800000,09/02/2016
petr cech Goalkeeper,10800000,01/06/2016
petr cech Goalkeeper,10800000,01/08/2016
petr cech Goalkeeper,9000000,20/02/2017
petr cech Goalkeeper,6300000,28/06/2017
petr cech Goalkeeper,5400000,02/01/2018
petr cech Goalkeeper,2700000,28/05/2018
petr cech Goalkeeper,2250000,19/12/2018
petr cech Goalkeeper,0,01/07/2019
john terry Defender - Centre-Back,9000000,04/10/2004
john terry Defender - Centre-Back,13500000,14/11/2004
john terry Defender - Centre-Back,21600000,08/02/2005
john terry Defender - Centre-Back,25200000,17/10/2005
john terry Defender - Centre-Back,27000000,14/06/2006
john terry Defender - Centre-Back,29700000,27/04/2007
john terry Defender - Centre-Back,30600000,23/02/2009
john terry Defender - Centre-Back,31500000,29/06/2009
john terry Defender - Centre-Back,31500000,13/08/2010
john terry Defender - Centre-Back,30600000,01/02/2011
john terry Defender - Centre-Back,27000000,08/08/2011
john terry Defender - Centre-Back,21600000,06/02/2012
john terry Defender - Centre-Back,15750000,24/06/2012
john terry Defender - Centre-Back,10800000,28/01/2013
john terry Defender - Centre-Back,9000000,02/07/2013
john terry Defender - Centre-Back,6750000,15/01/2014
john terry Defender - Centre-Back,5400000,12/08/2014
john terry Defender - Centre-Back,4500000,12/02/2015
john terry Defender - Centre-Back,3600000,01/07/2015
john terry Defender - Centre-Back,2700000,09/02/2016
john terry Defender - Centre-Back,2250000,01/08/2016
john terry Defender - Centre-Back,900000,20/02/2017
john terry Defender - Centre-Back,900000,28/06/2017
john terry Defender - Centre-Back,900000,27/02/2018
john terry Defender - Centre-Back,0,07/10/2018
david luiz Defender - Centre-Back,1350000,04/06/2007
david luiz Defender - Centre-Back,3150000,20/09/2007
david luiz Defender - Centre-Back,3600000,18/09/2008
david luiz Defender - Centre-Back,4950000,02/07/2009
david luiz Defender - Centre-Back,7020000,03/02/2010
david luiz Defender - Centre-Back,10800000,10/06/2010
david luiz Defender - Centre-Back,12600000,23/09/2010
david luiz Defender - Centre-Back,18000000,13/02/2011
david luiz Defender - Centre-Back,20700000,08/08/2011
david luiz Defender - Centre-Back,20700000,06/02/2012
david luiz Defender - Centre-Back,20700000,24/06/2012
david luiz Defender - Centre-Back,22500000,28/01/2013
david luiz Defender - Centre-Back,26100000,02/07/2013
david luiz Defender - Centre-Back,23400000,20/01/2014
david luiz Defender - Centre-Back,27000000,01/08/2014
david luiz Defender - Centre-Back,27000000,14/01/2015
david luiz Defender - Centre-Back,25200000,06/06/2015
david luiz Defender - Centre-Back,27000000,04/02/2016
david luiz Defender - Centre-Back,25200000,13/07/2016
david luiz Defender - Centre-Back,27000000,24/10/2016
david luiz Defender - Centre-Back,27000000,20/02/2017
david luiz Defender - Centre-Back,27000000,28/06/2017
david luiz Defender - Centre-Back,25200000,02/01/2018
david luiz Defender - Centre-Back,22500000,28/05/2018
david luiz Defender - Centre-Back,22500000,19/12/2018
david luiz Defender - Centre-Back,18000000,13/06/2019
david luiz Defender - Centre-Back,13500000,10/12/2019
david luiz Defender - Centre-Back,10800000,08/04/2020
david luiz Defender - Centre-Back,7200000,30/07/2020
david luiz Defender - Centre-Back,5400000,13/10/2020
ross turnbull Goalkeeper,45000,06/04/2005
ross turnbull Goalkeeper,54000,03/05/2007
ross turnbull Goalkeeper,270000,29/07/2007
ross turnbull Goalkeeper,585000,21/01/2008
ross turnbull Goalkeeper,1800000,23/02/2009
ross turnbull Goalkeeper,1620000,25/06/2009
ross turnbull Goalkeeper,1350000,25/01/2010
ross turnbull Goalkeeper,1350000,13/08/2010
ross turnbull Goalkeeper,1350000,01/02/2011
ross turnbull Goalkeeper,1350000,08/08/2011
ross turnbull Goalkeeper,1350000,06/02/2012
ross turnbull Goalkeeper,1350000,24/06/2012
ross turnbull Goalkeeper,1350000,28/01/2013
ross turnbull Goalkeeper,1350000,02/07/2013
ross turnbull Goalkeeper,900000,18/09/2013
ross turnbull Goalkeeper,720000,08/01/2014
ross turnbull Goalkeeper,450000,04/09/2014
ross turnbull Goalkeeper,360000,27/02/2015
ross turnbull Goalkeeper,360000,24/09/2015
ross turnbull Goalkeeper,360000,20/04/2016
ross turnbull Goalkeeper,315000,01/09/2016
ross turnbull Goalkeeper,315000,27/02/2017
ross turnbull Goalkeeper,0,01/07/2017
josh mceachran Midfielder - Central Midfield,900000,03/11/2010
josh mceachran Midfielder - Central Midfield,3150000,01/02/2011
josh mceachran Midfielder - Central Midfield,4050000,08/08/2011
josh mceachran Midfielder - Central Midfield,4500000,06/02/2012
josh mceachran Midfielder - Central Midfield,4050000,24/06/2012
josh mceachran Midfielder - Central Midfield,4050000,02/03/2013
josh mceachran Midfielder - Central Midfield,4050000,02/07/2013
josh mceachran Midfielder - Central Midfield,3600000,15/01/2014
josh mceachran Midfielder - Central Midfield,2700000,16/02/2015
josh mceachran Midfielder - Central Midfield,1800000,01/07/2015
josh mceachran Midfielder - Central Midfield,1800000,24/09/2015
josh mceachran Midfielder - Central Midfield,1350000,20/04/2016
josh mceachran Midfielder - Central Midfield,1125000,01/09/2016
josh mceachran Midfielder - Central Midfield,1125000,27/02/2017
josh mceachran Midfielder - Central Midfield,900000,18/09/2017
josh mceachran Midfielder - Central Midfield,900000,27/02/2018
josh mceachran Midfielder - Central Midfield,1350000,24/09/2018
josh mceachran Midfielder - Central Midfield,1350000,28/06/2019
josh mceachran Midfielder - Central Midfield,1080000,27/02/2020
josh mceachran Midfielder - Central Midfield,855000,08/04/2020
didier drogba Forward - Centre-Forward,27000000,04/10/2004
didier drogba Forward - Centre-Forward,26100000,10/02/2005
didier drogba Forward - Centre-Forward,27900000,12/04/2005
didier drogba Forward - Centre-Forward,23400000,17/10/2005
didier drogba Forward - Centre-Forward,22050000,14/06/2006
didier drogba Forward - Centre-Forward,34650000,25/04/2007
didier drogba Forward - Centre-Forward,36000000,04/02/2008
didier drogba Forward - Centre-Forward,29700000,23/02/2009
didier drogba Forward - Centre-Forward,31500000,29/06/2009
didier drogba Forward - Centre-Forward,34200000,25/01/2010
didier drogba Forward - Centre-Forward,27000000,13/08/2010
didier drogba Forward - Centre-Forward,22500000,01/02/2011
didier drogba Forward - Centre-Forward,15300000,08/08/2011
didier drogba Forward - Centre-Forward,8550000,06/02/2012
didier drogba Forward - Centre-Forward,4950000,24/06/2012
didier drogba Forward - Centre-Forward,3150000,10/07/2012
didier drogba Forward - Centre-Forward,2700000,08/01/2013
didier drogba Forward - Centre-Forward,2700000,15/06/2013
didier drogba Forward - Centre-Forward,2700000,27/01/2014
didier drogba Forward - Centre-Forward,2025000,22/07/2014
didier drogba Forward - Centre-Forward,900000,12/02/2015
didier drogba Forward - Centre-Forward,900000,01/03/2016
didier drogba Forward - Centre-Forward,900000,30/05/2016
didier drogba Forward - Centre-Forward,900000,15/12/2016
didier drogba Forward - Centre-Forward,450000,17/07/2017
didier drogba Forward - Centre-Forward,450000,20/11/2017
didier drogba Forward - Centre-Forward,450000,11/07/2018
didier drogba Forward - Centre-Forward,0,01/12/2018
yossi benayoun Forward - Right Winger,3600000,04/10/2004
yossi benayoun Forward - Right Winger,4050000,13/02/2006
yossi benayoun Forward - Right Winger,4050000,27/04/2007
yossi benayoun Forward - Right Winger,6570000,02/08/2007
yossi benayoun Forward - Right Winger,6750000,01/09/2007
yossi benayoun Forward - Right Winger,7425000,04/02/2008
yossi benayoun Forward - Right Winger,7200000,04/07/2008
yossi benayoun Forward - Right Winger,6750000,23/02/2009
yossi benayoun Forward - Right Winger,8550000,29/06/2009
yossi benayoun Forward - Right Winger,9450000,25/01/2010
yossi benayoun Forward - Right Winger,9900000,13/08/2010
yossi benayoun Forward - Right Winger,9900000,01/02/2011
yossi benayoun Forward - Right Winger,7650000,08/08/2011
yossi benayoun Forward - Right Winger,6300000,06/02/2012
yossi benayoun Forward - Right Winger,4050000,24/06/2012
yossi benayoun Forward - Right Winger,2700000,09/09/2012
yossi benayoun Forward - Right Winger,2250000,28/01/2013
yossi benayoun Forward - Right Winger,1800000,02/07/2013
yossi benayoun Forward - Right Winger,1350000,26/08/2013
yossi benayoun Forward - Right Winger,900000,08/10/2013
yossi benayoun Forward - Right Winger,900000,04/03/2015
yossi benayoun Forward - Right Winger,675000,04/04/2016
yossi benayoun Forward - Right Winger,225000,08/11/2018
yossi benayoun Forward - Right Winger,22500,28/06/2019
yossi benayoun Forward - Right Winger,0,01/07/2019
nicolas anelka Forward - Centre-Forward,13500000,04/10/2004
nicolas anelka Forward - Centre-Forward,11520000,24/01/2005
nicolas anelka Forward - Centre-Forward,8100000,05/09/2005
nicolas anelka Forward - Centre-Forward,7200000,24/07/2006
nicolas anelka Forward - Centre-Forward,10800000,25/08/2006
nicolas anelka Forward - Centre-Forward,11250000,24/04/2007
nicolas anelka Forward - Centre-Forward,18000000,11/01/2008
nicolas anelka Forward - Centre-Forward,16200000,04/07/2008
nicolas anelka Forward - Centre-Forward,22500000,23/02/2009
nicolas anelka Forward - Centre-Forward,24750000,29/06/2009
nicolas anelka Forward - Centre-Forward,27000000,25/01/2010
nicolas anelka Forward - Centre-Forward,19800000,13/08/2010
nicolas anelka Forward - Centre-Forward,15300000,01/02/2011
nicolas anelka Forward - Centre-Forward,9000000,08/08/2011
nicolas anelka Forward - Centre-Forward,2700000,06/01/2012
nicolas anelka Forward - Centre-Forward,1800000,08/01/2013
nicolas anelka Forward - Centre-Forward,900000,12/02/2013
nicolas anelka Forward - Centre-Forward,450000,19/06/2013
nicolas anelka Forward - Centre-Forward,900000,15/01/2014
nicolas anelka Forward - Centre-Forward,0,01/01/2016
